text1,text2,class,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Москвичи смогут забронировать в Интернете место на кладбище.,В Москве можно будет забронировать место на кладбище через интернет.,1,2.8284271247461903,0.5039526306789696,8.0,3.605551275463989,0.31622776601683794,13.0,1.4220351936816127,0.7826933581173677,15.535602248489381,67.15965270996094,0.8031741380691528,921.5819338709116,1.028351476174424,0.4712466207249417,2.8429006029299693
Въезд в центр Москвы автомобилям с двигателями Евро-2 не запрещали.,Сборная России пробилась в плей-офф чемпионата мира по хоккею с мячом.,-1,4.242640687119285,0.0,18.0,5.0,0.07453559924999299,25.0,2.4217717903111033,0.07833236045340564,25.87847828168789,148.36068725585938,0.3541397154331207,2056.0928726643324,1.414213562373095,0.0,5.783176224100423
В Подмосковье произошел пожар на железной дороге.,В Подмосковье загорелись цистерны с бензином.,0,2.8284271247461903,0.20412414523193154,8.0,4.0,0.20100756305184242,16.0,1.5924506120625286,0.5344409197598129,15.201321077920252,73.12155151367188,0.5684425830841064,996.3340450450778,1.3090921041530652,0.14313893142205003,3.58870979936158
Северокорейский лидер впервые за 19 лет поздравил граждан с Новым годом.,Лидер КНДР впервые за 19 лет поздравил сограждан с Новым годом.,1,2.0,0.7999999999999999,4.0,3.3166247903554,0.6669729688499159,11.0,0.993921507737059,0.886957142494401,9.334271820042304,34.90562057495117,0.9870984554290771,486.2442737072706,0.7017049667019405,0.7538050698529143,1.3949208097034518
Мужчина из Подмосковья случайно убил жену в Новый год.,Житель Подмосковья случайно убил жену на новогоднем застолье.,1,2.8284271247461903,0.4999999999999999,8.0,2.8284271247461903,0.6761234037828132,8.0,1.6689384482561784,0.1580360909074364,14.747156448090998,131.67347717285156,0.47923359274864197,1857.736932605505,0.8796700900537465,0.6130902663324167,2.479754340483354
"Избежать ""фискального обрыва"": Сенат США поддержал повышение налогов.","Сенат США не допустит ""фискального обрыва"".",0,2.449489742783178,0.5773502691896258,6.0,3.872983346207417,0.6055300708194982,15.0,0.9873320439742485,0.7448967242601297,6.555618721987394,91.983642578125,0.5241685509681702,1276.9050997793674,0.9290032754997277,0.5684764570553886,2.490765917308569
"""Фискальный обрыв"" в США временно предотвращен.","Сенат США не допустит ""фискального обрыва"".",0,3.0,0.18257418583505539,9.0,4.47213595499958,0.28644594961577313,20.0,1.0311779513173114,0.7184984607148338,7.749872319741952,80.09434509277344,0.4149789810180664,1097.663647595793,1.3764121515661618,0.052744794510504775,4.057844046694078
Житель Украины расстрелял посетителей кафе.,На Украине мужчина через окно расстрелял посетителей кафе.,1,2.6457513110645907,0.47434164902525683,7.0,2.8284271247461903,0.6363636363636365,8.0,1.692550898023205,0.11337272037193119,19.430694463012305,91.54546356201172,0.6658033132553101,1265.1807522587478,0.8992979629396121,0.5956315869263321,2.4770399624733352
В Кот-Д`Ивуаре десятки человек погибли в давке на новогоднем салюте.,В давке у стадиона в Кот-д’Ивуаре погибли 60 человек.,0,2.449489742783178,0.6299407883487119,6.0,4.358898943540674,0.3450327796711771,19.0,1.0533870152634754,0.8017634862319728,6.294691927491452,101.41967010498047,0.589336633682251,1424.8621776551008,0.8538952123479518,0.6354314831646231,2.1531361740028876
В Абхазии отомстили за Деда Хасана.,В Абхазии убили врага Деда Хасана.,0,2.0,0.6,4.0,2.8284271247461903,0.6030226891555273,8.0,1.0008747962884093,0.2953850499531933,5.336046417332342,61.0390625,0.7418500185012817,830.1403252426535,0.8441846240183944,0.6436761602854612,1.6499458147471184
Чечня попросила националистов составить кодекс поведения кавказцев.,Националисты помогут Чечне составить кодекс поведения кавказцев.,0,2.449489742783178,0.5714285714285713,6.0,3.3166247903554,0.6210590034081188,11.0,0.22816936946032573,0.37131929112345097,2.9271766945684496,55.03535079956055,0.8700541257858276,770.1886120736599,0.8476092695290998,0.6407792631041729,2.0902295094438688
В новогоднюю ночь во Франции сожгли больше тысячи машин.,В новогоднюю ночь во Франции сожгли 1193 автомобиля.,1,2.23606797749979,0.6681531047810608,5.0,3.0,0.5720775535473555,9.0,0.9183468794151565,0.8540634765925517,11.271745736208578,54.59212112426758,0.8528114557266235,753.3822259306908,0.8343835287166501,0.6519020635031756,1.8868473963765156
В Анголе в давке во время церковной службы погибли 10 человек.,В ходе давки на церковной службе в Анголе погибли 10 человек.,1,2.8284271247461903,0.5555555555555556,8.0,3.7416573867739413,0.501280411827603,14.0,1.7003482217721364,0.6909725846684991,14.294257109012303,69.74156951904297,0.894777774810791,976.2538864910603,0.9471666356202294,0.5514376821839277,2.5844560997180706
Morgan Stanley взял на работу бывшего зампреда Банка России.,Бывший глава ФСФР нашел работу в Morgan Stanley.,1,3.1622776601683795,0.3779644730092272,10.0,4.69041575982343,0.3131121455425747,22.0,2.050073955519773,0.32339612038674653,23.511406145993877,96.64617156982422,0.5445826649665833,1322.9663539677858,1.0201665735027317,0.47963008115384775,3.110378676342409
"Конгресс США утвердил план по предотвращению ""фискального обрыва"".","Палата представителей утвердила план предотвращения ""фискального обрыва"".",1,3.0,0.40089186286863654,9.0,4.242640687119285,0.5263157894736841,18.0,1.52520368186271,0.1316179087173771,11.378359583691713,68.45175170898438,0.8026574850082397,938.7141454853117,1.0606879670070917,0.4374705183231817,3.134154027991866
Счетная палата проверит Газпром на непрофильные активы.,"Счетная палата проверит ""Газпром"" впервые за пять лет.",0,2.6457513110645907,0.5345224838248487,7.0,3.4641016151377544,0.5449492609130661,12.0,1.9902953792963705,0.6079108339920571,19.420060919041784,100.95457458496094,0.6692100167274475,1372.619006484747,0.8887379538951713,0.6050724246531123,2.275282757629058
Новые комиксы о пророке Мухаммеде появились во Франции.,Во Франции издали комикс по мотивам жизни пророка Мухаммада.,1,3.4641016151377544,0.2519763153394848,12.0,4.795831523312719,0.14907119849998599,23.0,1.205995677819082,0.7583899488012136,11.492123908286667,81.67996215820312,0.5844401717185974,1136.7767990082502,1.319464425449315,0.12950681498685446,4.501952341174748
Число убитых в ходе конфликта в Сирии превысило 60 тысяч.,В ходе сирийского конфликта погибли 60 тысяч человек.,0,2.6457513110645907,0.5345224838248487,7.0,4.0,0.3892494720807615,16.0,2.0367023733465186,0.4598106490602276,20.147286626742687,60.534244537353516,0.9167008399963379,821.1885057389736,0.909230736574809,0.586649733833815,2.409813398211862
В США скончалась звезда эстрады 1950-х Патти Пейдж.,Скончалась американская певица Патти Пейдж.,1,2.449489742783178,0.50709255283711,6.0,3.605551275463989,0.48989794855663554,13.0,1.0367359619511487,0.6191804115217883,6.257233451857785,64.43167114257812,0.7023746371269226,901.5016162768006,0.9554121996456273,0.543593764384152,2.4367488934545127
"Сенат США единогласно осудил ""закон Димы Яковлева"".",Сенат США единогласно осудил запрет на усыновление.,1,2.449489742783178,0.5714285714285713,6.0,4.0,0.5090278103806222,16.0,1.4159615299314166,0.5649693933239548,14.486851455898206,61.85312271118164,0.8526344299316406,847.8972848504782,0.903676404273288,0.5916844781798505,2.2261320428811384
Госдума еще на шаг приблизила антитабачный закон.,Госдума приняла антитабачный законопроект во втором чтении.,0,3.1622776601683795,0.28571428571428564,10.0,4.242640687119285,0.2508726030021272,18.0,1.900974838319237,0.4822376351459525,20.90444822798247,131.70416259765625,0.4504285752773285,1829.9233777672052,1.1663964400101594,0.3197596723658134,3.5502888513577187
ЛДПР: 80% жителей России поддерживают антитабачный закон.,Госдума приняла антитабачный законопроект во втором чтении.,-1,3.4641016151377544,0.14285714285714282,12.0,5.291502622129181,0.12725695259515554,28.0,2.091732126801686,0.22324720167014567,24.562226299408977,132.1586151123047,0.5462300777435303,1828.658192411065,1.2612877262587807,0.2045766357944775,4.311624382895953
"СК выяснит, был ли подкуп свидетеля по делу Ю.Буданова.",СК проверит информацию о подкупе свидетеля по делу об убийстве Буданова.,1,3.0,0.5270462766947299,9.0,4.47213595499958,0.3363363969981562,20.0,1.3471998473369078,0.827797868185827,14.627446293783937,81.8000259399414,0.8683584332466125,1138.4180077314377,1.0483131195469577,0.450519801692863,3.182458512628731
ЕБРР повысил прогноз роста экономики РФ в 2013г.,ЕБРР повысил прогноз по росту экономики России.,0,2.449489742783178,0.5714285714285713,6.0,3.605551275463989,0.5188745216627709,13.0,1.7216699107221578,0.5774687218215994,12.637415150913151,63.905555725097656,0.8182520866394043,889.0639820098877,0.7733843359877691,0.7009383344243787,1.9370296275714236
В Ватикане перестали принимать платежи банковскими картами.,ЦБ Италии запретил платежи банковскими картами в Ватикане.,1,2.23606797749979,0.6172133998483676,5.0,3.605551275463989,0.5188745216627709,13.0,1.0554862013529176,0.7586376189344066,13.399532512549806,46.536949157714844,0.8656061291694641,644.4319944605231,0.7873571233421135,0.690034380161216,1.7499915858106518
В Германии начался процесс по делу российских шпионов - супругов Аншлаг.,В Германии начался процесс над российскими шпионами.,1,3.0,0.408248290463863,9.0,3.872983346207417,0.4522670168666455,15.0,1.8162265000166626,0.46776656766514546,19.0503408573432,77.37480926513672,0.8733299374580383,1077.5428415238857,1.111375208389399,0.38242257308870986,3.3614948737559684
Глава управы района Северное Медведково задержан за взятку.,Главу управы Северное Медведково поймали на взятке.,1,3.0,0.40089186286863654,9.0,4.242640687119285,0.35805743701971643,18.0,2.1470743768092646,0.22564114494523296,23.977616236970082,75.19801330566406,0.7617752552032471,1035.4094250425696,0.9050944202370018,0.5904020452279228,2.6249826320769034
"""Болотное дело"": в СКР на допрос ждут блогера Митю Алешковского.","Митю Алешковского вызвали на допрос по ""болотному делу"".",1,3.0,0.4714045207910316,9.0,4.795831523312719,0.34412360080584264,23.0,1.7486293544206508,0.4496489145804061,14.442724839184846,71.77643585205078,0.7591944932937622,997.4164835959673,0.9684344478226341,0.5310673601352349,3.020290393719971
"США получат $1,4 млрд за аварию на нефтяной платформе в Мексиканском заливе.","Владелец платформы Deepwater Horizon оштрафован на 1,4 миллиарда долларов.",1,4.0,0.11180339887498948,16.0,5.744562646538029,0.1091089451179962,33.0,1.790297942208563,0.4643972303479299,18.185429188577654,98.5973892211914,0.7972489595413208,1397.3323622047901,1.4066127802727815,0.010720243186638015,5.456905202839234
Корреспондента российского телеканала ранили в пригороде Дамаска.,В Сирии ранили корреспондента российского телеканала.,1,1.7320508075688772,0.7302967433402215,3.0,3.0,0.6092717958449424,9.0,0.9157435817040683,0.7478777225226606,9.368178802459216,44.413291931152344,0.8496189713478088,624.7716623842716,0.7090213663762609,0.74864435101097,1.4870768557108356
Взрыв на заправочной станции в Дамаске унес жизни 11 человек.,При взрыве на автозаправке в Дамаске погибли 11 человек.,1,3.0,0.4714045207910316,9.0,4.242640687119285,0.3113995776646092,18.0,1.9862754707576513,0.5663410422410704,23.159078811483084,142.5557861328125,0.5796482563018799,1974.547339439392,1.095844140241075,0.39956281014964956,3.344575730177486
В Эритрее произошла попытка государственного переворота.,В Эритрее произошла попытка военного переворота.,1,1.4142135623730951,0.7999999999999999,2.0,2.23606797749979,0.762770071396474,5.0,0.09935938070972475,0.812371430403118,1.2531707640056156,27.186674118041992,0.9298405647277832,381.92842445522547,0.601734949899889,0.8189575250344893,0.9035659760676106
Старейший банк Швейцарии закрывается из-за американских клиентов.,Старейший банк Швейцарии закрылся из-за иска властей США.,0,2.6457513110645907,0.5892556509887895,7.0,4.123105625617661,0.45374260648651504,17.0,0.9967334834372372,0.8629704039869416,4.8155396005943665,62.69340515136719,0.8214189410209656,848.9031602591276,1.006497940389441,0.4934809479959066,2.658860644274709
"Экономический ущерб от ""арабской весны"" составит $225 млрд.","Оценку убытков от ""арабской весны"" повысили до 225 миллиардов долларов.",1,3.1622776601683795,0.4472135954999579,10.0,4.58257569495584,0.4616902584383193,21.0,1.353053882089252,0.6341524733511702,15.721082771339228,97.28594970703125,0.8047924041748047,1342.8521971851587,1.026443575364218,0.4732067932967603,3.2789631859390127
Марокканские бедуины нашли в Сахаре уникальный марсианский метеорит.,В Сахаре обнаружен рекордно влажный марсианский метеорит.,0,2.6457513110645907,0.4629100498862757,7.0,4.0,0.4296689244236597,16.0,0.9362159879739655,0.43433214671785203,7.868021439739003,55.75773239135742,0.7979766130447388,791.5343441516161,0.9910715930593916,0.5088885487153598,2.647588715849649
"Пошел на посадку: ""АэроСвит"" начал процедуру банкротства.","Украинский суд начал процедуру банкротства компании ""Аэросвит"".",1,2.449489742783178,0.5714285714285713,6.0,3.7416573867739413,0.6111111111111113,14.0,1.4102048137007916,0.14387751907149546,9.789292357681871,119.67253112792969,0.6367863416671753,1677.151969268918,0.7784336962243733,0.69702049029123,1.8118895427917154
В египетский Суэц из-за беспорядков введены правительственные войска.,В египетский Суэц ввели войска.,0,2.449489742783178,0.5303300858899106,6.0,3.3166247903554,0.5345224838248488,11.0,1.493553835806892,0.11407558557571562,10.148869271176899,63.912471771240234,0.8768934011459351,865.2657437026501,0.8575394473031901,0.6323130481594696,2.2668799931193506
РЖД подало иск о взыскании 2 млн рублей с Apple.,РЖД через суд потребовали с Apple 2 миллиона рублей.,1,2.8284271247461903,0.4285714285714285,8.0,4.358898943540674,0.3450327796711771,19.0,1.2520994006810844,0.661275512484394,13.777431397553968,84.60379028320312,0.8669434785842896,1154.7655389159918,1.09025902867601,0.4056676251952216,3.1583413932063116
Умер ветеран правозащитного движения В.Абрамкин.,Умер ветеран правозащитного движения Валерий Абрамкин.,1,1.0,0.9128709291752769,1.0,2.23606797749979,0.784464540552736,5.0,0.03889524032267982,0.9996776210050551,0.4851683985600505,20.48000717163086,0.9794398546218872,286.06719449162483,0.4126575769002326,0.9148568621134143,0.5912878756046619
В Египте приговорили к смерти участников погрома на стадионе в Порт-Саиде.,В Египте вынесен смертный приговор за погром на стадионе.,1,3.3166247903554,0.35355339059327373,11.0,4.358898943540674,0.24019223070763074,19.0,1.6470972450426302,0.5901233132501551,19.797726050274107,75.24647521972656,0.7686396837234497,1045.393673285842,1.1947889398981193,0.286239694548564,3.9293866651020437
В египетский Порт-Саид вводят войска из-за разбушевавшихся фанатов.,Египетская армия блокировала Порт-Саид.,0,3.1622776601683795,0.2981423969999719,10.0,4.358898943540674,0.1781741612749496,19.0,1.4224107552827292,0.12776898999051386,6.455210576402562,62.44961929321289,0.8067540526390076,869.3141150027514,1.1388324470443307,0.35153032877951074,3.559032795521921
В Подмосковье накрыли сходку криминальных авторитетов.,На сходке криминальных авторитетов в Подмосковье задержаны 23 человека.,1,2.6457513110645907,0.47434164902525683,7.0,3.872983346207417,0.40824829046386296,15.0,1.6186965852623612,0.5754506725545249,18.592841400463065,84.87744140625,0.6540380120277405,1182.2014481127262,0.9767475223766123,0.5229821387655744,2.4831278229934686
Пожар в новостройке на юго-западе Москвы: 10 погибших.,В пожаре на юго-западе Москвы погибли 9 человек.,0,2.6457513110645907,0.5345224838248487,7.0,4.123105625617661,0.3223291856101521,17.0,2.2444040537214427,0.5721836337861197,22.96155194453248,119.388916015625,0.5831530094146729,1649.1186513006687,0.9768878144893242,0.522845098951136,2.769420840453376
Первый Patriot в Турции приведен в боевую готовность.,Первая батарея Patriot заступила на боевое дежурство в Турции.,1,3.1622776601683795,0.2886751345948129,10.0,4.242640687119285,0.253546276418555,18.0,1.3096775782575198,0.1496988612268192,11.47951365547952,97.22892761230469,0.5457643866539001,1356.8752322793007,1.2044971049310227,0.2745933621063925,3.7760624046400646
Работа Генконсульства РФ в сирийском Алеппо временно приостановлена.,РФ приостановила деятельность консульства в Алеппо.,1,2.8284271247461903,0.3380617018914066,8.0,3.7416573867739413,0.30000000000000004,14.0,0.13144283133520338,0.9917096879176527,1.5630611132864831,55.60448455810547,0.8695563673973083,761.7818109467626,1.2313272841495717,0.24191655965441997,3.61842282472107
СМИ: Власти просят жителей Крымска вернуть часть компенсаций.,От жителей Крымска потребовали вернуть часть материальной помощи.,1,2.8284271247461903,0.4999999999999999,8.0,4.242640687119285,0.35805743701971643,18.0,1.6840378601579666,0.32055926204190865,16.787364213126178,56.21217346191406,0.8292038440704346,770.4416310191154,0.9536290161341154,0.5452958497935396,2.6447004264588347
В главном здании МГУ загорелась столовая.,Из главного здания МГУ эвакуированы около 300 человек.,-1,3.3166247903554,0.15811388300841894,11.0,3.872983346207417,0.21320071635561041,15.0,1.9431313012630755,0.2731163672678861,21.32885640232006,109.02920532226562,0.49066123366355896,1510.761574268341,1.2770780815513811,0.18453578681052207,4.1481145468147975
Пропавший на Эльбрусе альпинист найден мертвым на высоте 5 км.,На Эльбрусе нашли мертвым пропавшего московского альпиниста.,1,3.1622776601683795,0.4558423058385518,10.0,4.58257569495584,0.2223747949983304,21.0,1.5886076629424426,0.6473415629361876,14.617519041473491,97.52454376220703,0.5911831855773926,1325.8457367122173,1.134515822609759,0.3564369241240511,3.562609202671211
В правительстве вновь высказались за муниципальный фильтр на выборах.,Правительство выступило против отмены муниципального фильтра для парламентских партий.,-1,4.123105625617661,0.0,17.0,4.898979485566356,0.07715167498104597,24.0,2.330190016367384,0.05875986912837377,22.48180348444696,101.46949005126953,0.6945410966873169,1370.744421839714,1.4142135623730951,0.0,5.547711044739354
РФ отправила за российскими гражданами в Сирию два самолета.,МЧС отправляет два самолета для вывоза россиян из Сирии.,1,3.605551275463989,0.2357022603955158,13.0,4.47213595499958,0.1666666666666667,20.0,2.5381324378638452,0.38707602957447507,23.88986434910175,74.730224609375,0.8119573593139648,1032.3262220807374,1.2815174253006982,0.17885654432533482,4.38666700473299
При пожаре в ночном клубе в Бразилии погибли 245 человек.,При пожаре в бразильском ночном клубе погибли 90 человек.,0,2.0,0.7499999999999999,4.0,3.7416573867739413,0.46153846153846156,14.0,0.25744831944242447,0.9920592551792212,3.48019061793494,69.75306701660156,0.8945049047470093,947.6773312538862,0.8454910069050298,0.6425724786213596,1.7055986236741332
При пожаре в ночном клубе в Бразилии погибли более 200 человек.,При пожаре в бразильском ночном клубе погибли 90 человек.,0,2.23606797749979,0.7071067811865475,5.0,3.7416573867739413,0.46153846153846156,14.0,1.1020475634680769,0.8840152835206289,13.660288717701428,70.2171859741211,0.9054307341575623,960.7376090064645,0.8354393581546048,0.6510205394231112,1.8870353192727367
"Главный ""барометр"" США отдает ""Оскар"" фильму ""Операция ""Арго"".",Гильдия продюсеров США назвала «Операцию „Арго“» фильмом года.,0,3.4641016151377544,0.24999999999999994,12.0,7.937253933193772,0.09329556203566843,45.0,1.0094757566802444,0.72007551634472,11.448737810857295,129.62355041503906,0.43005087971687317,1804.8629439100623,1.267303564650832,0.1969708375116476,4.3638376613893675
Глава управы района Северное Медведково задержан за взятку.,Пойманного на взятке главу управы Северное Медведково уволили.,-1,3.1622776601683795,0.3749999999999999,10.0,4.242640687119285,0.35805743701971643,18.0,2.1384417003104907,0.23899841654514684,23.82543432149319,75.61851501464844,0.7645001411437988,1048.2074779123068,0.9674253822428314,0.532044064896156,3.0032530680107623
Премьер Эфиопии возглавил Африканский союз.,Премьер-министр Эфиопии возглавил Африканский союз.,1,1.0,0.9128709291752769,1.0,1.7320508075688772,0.8581163303210333,3.0,0.7295669221833693,0.8753241690079911,9.142544417032786,16.5240421295166,0.989479660987854,227.01533740758896,0.3328700351123571,0.9445987698621492,0.45059462531201655
Во Флориде самолет упал на дом: 3 погибших.,Самолет упал на жилой дом во Флориде.,0,1.4142135623730951,0.8571428571428569,2.0,3.3166247903554,0.4811252243246882,11.0,0.9377561851981642,0.9072626165604321,9.27041183481256,65.21422576904297,0.8975005745887756,910.3287551403046,0.5628647052169217,0.8415916618105341,0.9313749138690602
"Пожар в Покровской больнице: двое погибли, 50 — эвакуированы.",Два человека погибли при пожаре в больнице в Санкт-Петербурге.,0,3.3166247903554,0.26726124191242434,11.0,4.898979485566356,0.2075143391598224,24.0,2.5024479692247685,0.3044807679047234,28.94406247910835,120.0714111328125,0.569550633430481,1656.6930938139558,1.1849129423585079,0.2979906595156517,3.9251744967181432
В Альпах разбился снегоход с российскими туристами.,Группа туристов разбилась на снегоходе в Альпах.,1,3.0,0.18257418583505539,9.0,4.242640687119285,0.18181818181818182,18.0,1.2064793046257125,0.07610845261742505,10.334226211393851,65.35880279541016,0.6729656457901001,894.4677936434746,1.260967717493424,0.20498020771971212,3.6674762023209944
Число погибших при взрыве в университете Алеппо превысило 80.,В Университете Алеппо произошел взрыв.,0,2.8284271247461903,0.35355339059327373,8.0,3.872983346207417,0.3563483225498992,15.0,2.4460313096875277,0.03925926745738444,24.761788268772005,112.10601806640625,0.6043086051940918,1525.8237287923694,0.942690045780353,0.5556677387933181,2.791356631567809
"Генконсул РФ назвал имена россиян, погибших в Альпах.",Стали известны имена погибших в Альпах россиян.,1,2.23606797749979,0.6172133998483676,5.0,4.242640687119285,0.40360367639778744,18.0,1.5087189734146509,0.6464003972518073,17.605835468021073,45.859580993652344,0.871610164642334,630.7902034074068,0.8642345810634884,0.6265492944470084,1.9318978246376397
Французские и малийские военнослужащие выбили исламистов из Тимбукту.,Французские и малийские войска вошли в Тимбукту.,1,2.449489742783178,0.50709255283711,6.0,3.3166247903554,0.5222329678670935,11.0,0.9972617350119287,0.13755363916598526,5.4899473330108775,73.1160888671875,0.7133002281188965,1020.344740241766,0.9156593920782248,0.5807839388494679,2.3165883394542393
У берегов Аляски произошло землетрясение магнитудой 7.5.,"У берегов Аляски произошло землетрясение магнитудой 7,7.",0,0.0,0.9999999999999999,0.0,1.7320508075688772,0.8770580193070292,3.0,4.2146848510894035e-08,0.9999999999999999,0.0,29.204174041748047,0.9427502751350403,402.26546010375023,0.0,1.0,0.0
Принц Гарри закончил военную службу в Афганистане.,Британский принц Гарри завершил службу в Афганистане.,1,2.0,0.6666666666666669,4.0,3.0,0.6405126152203486,9.0,0.21479704342099346,0.9215119975086569,2.7102550391390103,48.1629524230957,0.880972146987915,682.0223862528801,0.800999410722823,0.6791999720108453,1.6361131163401117
Единоросс получил более 90% голосов на выборах мэра Кемерово.,Единорос набрал 90 процентов голосов на выборах мэра Кемерово.,1,2.449489742783178,0.6666666666666667,6.0,3.1622776601683795,0.6726727939963125,10.0,1.2197128675348372,0.8368596148826508,14.899392606529991,51.80541229248047,0.9499207735061646,716.8561505973339,0.8920241140236077,0.6021464900001989,2.2953889966214316
В Мали режим чрезвычайного положения продлили на 3 месяца.,Власти Мали продлили на три месяца режим чрезвычайного положения.,1,1.4142135623730951,0.8819171036881966,2.0,3.1622776601683795,0.6428571428571429,10.0,1.3008961025981098,0.7696205132457753,14.328826958745932,76.37725067138672,0.8209007978439331,1059.637317866087,0.37142856022921145,0.9310204123230277,0.6910680566663736
Жерар Депардье прибыл в Сочи за российским паспортом.,Депардье прилетел в Сочи за российским паспортом.,1,1.7320508075688772,0.7715167498104596,3.0,2.6457513110645907,0.7016464154456235,7.0,0.1160314048529087,0.996867310531101,1.5124364202688656,46.342159271240234,0.925965428352356,665.5400647670031,0.736289649002913,0.7289387763855837,1.4523587341824067
Россия даст Бангладеш $500 млн на строительство первой в стране АЭС.,"""Росатом"" назвал дату строительства АЭС в Бангладеш.",-1,3.4641016151377544,0.25819888974716115,12.0,5.477225575051661,0.16692446522239715,30.0,1.9070923795101529,0.35268352077695886,19.85565352728249,139.14596557617188,0.6298435926437378,1951.7216137349606,1.201965376679875,0.27763961663140313,4.106674005382371
Бразилия скорбит по 233 жертвам пожара в клубе Kiss.,В Бразилии объявили трехдневный траур по жертвам пожара в клубе.,1,2.8284271247461903,0.4999999999999999,8.0,3.872983346207417,0.4472135954999579,15.0,1.1934894595813883,0.8507139767774206,13.915205259580777,68.84141540527344,0.7650067806243896,943.776910007,1.1036840799793977,0.39094072580001515,3.2699695920189438
Режим ЧС введен в Якутии из-за нашествия волков.,В Якутии ввели режим ЧС из-за волков.,1,1.7320508075688772,0.801783725737273,3.0,3.3166247903554,0.592999453328881,11.0,0.2723431429598646,0.993897655905579,3.2508240960052412,43.51508331298828,0.8903908133506775,584.3390494212508,0.7588277951456257,0.7120901886572143,1.5923446959739969
На трассе в Пермском крае в результате ДТП погибло 5 человек.,В Колумбии в ДТП погибли 11 человек.,-1,3.0,0.3162277660168379,9.0,4.47213595499958,0.17213259316477406,20.0,1.7987105296856836,0.5666442389571422,21.010214915038517,92.09516906738281,0.46630531549453735,1296.6244376897812,1.2779169945278064,0.1834640775485092,3.8004195157133855
